time, iteration, regSquaredError
2017-05-24 23:34:15,407,83362.7204231226
2017-05-24 23:35:08,408,83361.3055281182
2017-05-24 23:36:01,409,83359.8987308451
2017-05-24 23:36:54,410,83358.4999596008
2017-05-24 23:37:48,411,83357.1091435227
2017-05-24 23:38:41,412,83355.726212563
2017-05-24 23:39:34,413,83354.3510974774
2017-05-24 23:40:26,414,83352.9837298286
2017-05-24 23:41:19,415,83351.6240419566
2017-05-24 23:42:12,416,83350.2719669788
2017-05-24 23:43:05,417,83348.9274387742
2017-05-24 23:43:58,418,83347.5903919756
2017-05-24 23:44:51,419,83346.2607619573
2017-05-24 23:45:44,420,83344.9384848298
2017-05-24 23:46:37,421,83343.6234974103
2017-05-24 23:47:30,422,83342.3157372486
2017-05-24 23:48:23,423,83341.0151425774
2017-05-24 23:49:16,424,83339.7216523305
2017-05-24 23:50:09,425,83338.4352061236
2017-05-24 23:51:02,426,83337.1557442426
2017-05-24 23:51:55,427,83335.8832076373
2017-05-24 23:52:48,428,83334.6175379108
2017-05-24 23:53:40,429,83333.3586773156
2017-05-24 23:54:33,430,83332.1065687409
2017-05-24 23:55:26,431,83330.8611556958
2017-05-24 23:56:19,432,83329.6223823219
2017-05-24 23:57:12,433,83328.3901933557
2017-05-24 23:58:05,434,83327.164534156
2017-05-24 23:58:58,435,83325.9453506603
2017-05-24 23:59:51,436,83324.7325893947
2017-05-25 00:00:44,437,83323.5261974767
2017-05-25 00:01:37,438,83322.3261225833
2017-05-25 00:02:30,439,83321.1323129582
2017-05-25 00:03:23,440,83319.9447174005
2017-05-25 00:04:16,441,83318.7632852579
2017-05-25 00:05:09,442,83317.5879664245
2017-05-25 00:06:02,443,83316.4187113217
2017-05-25 00:06:54,444,83315.2554709038
2017-05-25 00:07:47,445,83314.0981966398
2017-05-25 00:08:40,446,83312.946840519
2017-05-25 00:09:33,447,83311.8013550314
2017-05-25 00:10:26,448,83310.661693171
2017-05-25 00:11:19,449,83309.5278084265
2017-05-25 00:12:12,450,83308.3996547687
2017-05-25 00:13:05,451,83307.2771866545
2017-05-25 00:13:58,452,83306.1603590145
2017-05-25 00:14:51,453,83305.0491272527
2017-05-25 00:15:44,454,83303.9434472204
2017-05-25 00:16:37,455,83302.8432752417
2017-05-25 00:17:29,456,83301.7485680891
2017-05-25 00:18:22,457,83300.659282974
2017-05-25 00:19:15,458,83299.5753775509
2017-05-25 00:20:08,459,83298.496809908
2017-05-25 00:21:01,460,83297.423538565
2017-05-25 00:21:54,461,83296.3555224618
2017-05-25 00:22:47,462,83295.2927209545
2017-05-25 00:23:40,463,83294.2350938157
2017-05-25 00:24:33,464,83293.1826012244
2017-05-25 00:25:26,465,83292.1352037569
2017-05-25 00:26:18,466,83291.0928623947
2017-05-25 00:27:11,467,83290.0555385062
2017-05-25 00:28:04,468,83289.0231938532
2017-05-25 00:28:57,469,83287.9957905715
2017-05-25 00:29:50,470,83286.9732911792
2017-05-25 00:30:43,471,83285.9556585706
2017-05-25 00:31:36,472,83284.9428560087
2017-05-25 00:32:29,473,83283.9348471166
2017-05-25 00:33:22,474,83282.9315958749
2017-05-25 00:34:15,475,83281.9330666295
2017-05-25 00:35:08,476,83280.939224068
2017-05-25 00:36:01,477,83279.950033231
2017-05-25 00:36:54,478,83278.9654594994
2017-05-25 00:37:47,479,83277.9854685899
2017-05-25 00:38:40,480,83277.0100265581
2017-05-25 00:39:33,481,83276.0390997885
2017-05-25 00:40:26,482,83275.0726549883
2017-05-25 00:41:18,483,83274.1106591995
2017-05-25 00:42:11,484,83273.1530797652
2017-05-25 00:43:04,485,83272.1998843557
2017-05-25 00:43:57,486,83271.2510409468
